Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
16,1,1,New,the cartoon was a wild e. coyote cartoon,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,the roadrunner ?,,,?,,,,,,,,,,,,,,,,,,
16,1,1,New,I don’t know if you’ve ever seen that,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and um the cartoon starts off where,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,the coyote is chasing the roadrunner,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,but the roadrunner is going too fast,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,so like he can’t catch up to it ?,,like,?,,,,,,,,,,,,,,,,,,
16,1,1,New,and the coyote has um,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,he’s holding like a knife and a fork,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,and he’s like trying to eat the roadrunner,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,they’re running,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,aand he can’t catch up to it,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,so then he comes up with these like plans,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,in order to catch the roadrunner?,,,?,,,,,,,,,,,,,,,,,,
16,1,1,New,so the first plan,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,he had um like a boxing glove connected to,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,a spring,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and he tied it to a rock,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,so that way he would like pull the spring back,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and then like when the roadrunner runs by,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,he would let go of the spring,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and then like the boxing glove would hit it ?,,like,?,,,,,,,,,,,,,,,,,,
16,1,1,New,and kill it I guess,,I guess,,,,,,,,,,,,,,,,,,,
16,1,1,New,but instead of really doing that,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,thee uh the rock backfires,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and like hits him,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,so like he doesn’t get it,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,and then he decides to put a string,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,connected from one mountain into another ?,,,?,,,,,,,,,,,,,,,,,,
16,1,1,New,and he would carry like a big anvil,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,and like walk into the middle of the string,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and then when the roadrunner like ran down,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,it would uh drop the anvil on it,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,but when he walks onto thee the s,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,the e rope that he has,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,instead of it like staying up there it comes all the way down,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,so now he’s like on the floor with the anvil in his hand,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,and the roadrunner like runs up to him,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,and he drops the anvil,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and he like ricochets up into the air,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,because of like the uh,mm-hmm,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,the string was like pulled down,yeah,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,and he had this uh parachute ?,,,?,,,,,,,,,,,,,,,,,,
16,1,1,New,on his back,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,but when he pulled the string of the parachute,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,all these like little items fall out,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,so there’s no parachute,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,so he ends up like falling to the ground,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,aand then the roadrunner like runs into some cave,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,or something,,or something,,,,,,,,,,,,,,,,,,,
16,1,1,New,so he’s following him into the cave,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and like running around the cave or whatever,,"like, or whatever",,,,,,,,,,,,,,,,,,,
16,1,1,New,and he can’t catch up to him,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and he keeps like being outsmarted by the roadrunner ?,,like,?,,,,,,,,,,,,,,,,,,
16,1,1,New,and then so they’re like running all around for a while,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,aand then he finds himself like ,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,it’s like really dark in the cave,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,so he lights a match,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,and there’s all like TNT and dynamite behind him ?,,like,?,,,,,,,,,,,,,,,,,,
16,1,1,New,so then like he blows up,,like,,,,,,,,,,,,,,,,,,,
16,1,1,New,and that’s the end basically,,,,,,,,,,,,,,,,,,,,,
16,1,1,New,so he never catches the roadrunner,,,,,,,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
