Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
5,1,1,New,,… sylvester ? ,,,,,,,,,,,,,,,,,,,,
5,1,1,New,huh?,tweety and sylvester cartoon ?,,,,,,,,,,,,,,,,,,,,
5,1,1,New,no no actually this one is uh the coyote and roadrunner,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,this one is really cool,okay ,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so like you start off at the beginning and you got the typical scene ,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and they’re like spinning their legs and running after each other ,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then they slow down,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see it shoots the roadrunner ,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and gives roadrunner and then like uh the Latin saying under it,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,I thought I thought it was like accelerati uh incrediblis ?,,"I thought, I thought, like",?,,,,,,,,,,,,,,,,,,
5,1,1,New,and then it shoots over to coyote,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then you see the the clip shot of him in mid-motion too,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and it has coyote and it say and under it say it has another Latin,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,it’s like coyo coyotecacus ,coyotecacus ? ,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,I mean I I’m not good at these Latin things,me neither,I'm not good,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then like vulgaris,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,so then like they start slowing it slowing it up and speeding it up again,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,you see them start running slowly and they start speeding off again ,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then right as right as they,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,they have a close up of both of them,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see coyote go to grab him with uh,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,he’s got the knife he’s got the fork,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,he’s got the the napkin thing on his chest ,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,right as he’s about to stab him you see like,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,roadrunner jump up to the end,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and give off that MEEP MEEP and then jet off,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so he swings down,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and like you see the knife and the and the fork going to the concrete,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see him flip over it,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then just kind of sit there with the knife and a fork in the concrete ,,just kind of,,,,,,,,,,,,,,,,,,,
5,1,1,New,then like you see him run away,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,you got the whole thing,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,then it shoots the next clip,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you got like the typical,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,you got the blueprint of what he’s going to do,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and I’m sure you’ve probably seen this cartoon,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,anyone who’s seen,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,seen roadrunner and coyote’s probably seen this one ,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then you see like you s you have the blueprint ,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see two cliffs and you have the tightrope across it,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and he’s got mapped out his plans,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,it’s like I’m gonna climb across into the middle,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and dro drop thee anvil on his head from above,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then I’m gonna make a burger out of him,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,it’s gonna be a good time ,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so then they clip they shoot they clip to the real thing,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see him start walking on the tigh tightrope,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and as he steps foot on the tightrope,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,the tightrope stretches all the way down to the road,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then the roadrunner runs up stops,mm-hmm,,,,,,,,,,,,,,,,,,,,
5,1,1,New,MEEP-MEEP runs back the other way,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see coyote drop the anvil,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then like he gets slingshot right up into the sky,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,so like in the sky he starts pointing to his back ,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,like he’s got a parachute just in case ,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,so he pulls the parachute ,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and all of a sudden you see camping supplies,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,you see axes forks knives plates,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,the whole the whole ordeal just come out of the thing,,"just, thing",,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see him reach into his pocket and pull out acm acme aspirins,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,they fly in the air,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,he grabs a few and takes them,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then you see him like from the above angle like hit the ground,,"like, like",,,,,,,,,,,,,,,,,,,
5,1,1,New,and POOF you’ve got a ball of smoke the whole deal,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,oh crap I forgot something,,oh crap I forgot something,,,,,,,,,,,,,,,,,,,
5,1,1,New,that wasn’t what happened,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,oh yeah before that let’s just cut to before,okay,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so before that as he his first plan is,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,you got the whole rock ? ,,,?,,,,,,,,,,,,,,,,,,
5,1,1,New,and like around the rock you see,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,you have like a harness of metal,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then you have like the the punching glove the boxing glove,the boxing glove,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,on a spring right ?,yeah,,?,,,,,,,,,,,,,,,,,,
5,1,1,New,so he pushes it all the way back,and he’s gonna …,,,,,,,,,,,,,,,,,,,,
5,1,1,New,yeah,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and he clips it on,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and stands behind the rock,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,the roadrunner comes by,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,he releases it ,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see the rock go back the other way,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and smash him into a wall,uh oh,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then the glove you see it fly back and punch him in the face,okay ,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so that was the first one,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,the the anvil thing that was the second one,,thing,,,,,,,,,,,,,,,,,,,
5,1,1,New,my bad I’m really sorry for that,that’s okay,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so uh then on the third one you see them running after each other,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see them running at the old cactus mine ,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so like you see roadrunner running in there,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then coyote running all the way in and it’s dark,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so he runs back out,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,grabs a like helmet,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then you see roadrunner run back at him,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,MEEP MEEP start jetting off,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see roadrunner ran after him,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then it comes to kind of like an ant farm clip ?,,"kind of, like",?,,,,,,,,,,,,,,,,,,
5,1,1,New,like you see like the tunnels and what’s going from the outside ,,"like, like",,,,,,,,,,,,,,,,,,,
5,1,1,New,you have like the roadrunner in green you have coyote in red ,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see him like go down an elevator,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then he starts running around in a circle type of deal,,type of deal,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you have coyote chasing him,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,after a while like the roadrunner like steps off to the side,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see coyote still going like really fast in circle,spinning,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,yeah yeah,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,until he like beeps at him,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then like coyote starts chasing the roadrunner again,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and they start they’re going through this tunnel,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and the tunnel is kind of jagged like this ?,yeah,,?,,,,,,,,,,,,,,,,,,
5,1,1,New,yeah the zigzag you got the zigzag,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so like you see them both going like this,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and then you see the roadrunner he comes to a split road,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,one like straight down and one goes back up ,,like,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see the roadrunner run up,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,and you see the coyote the coyote bouncing on the on the …,,,,,,,,,,,,,,,,,,,,,
5,1,1,New,the other one,yeah,,,,,,,,,,,,,,,,,,,,
5,1,1,New,until he blows up the light,alright,,,,,,,,,,,,,,,,,,,,
5,1,1,New,so then he pulls out like a match lights it,,like,,,,,,,,,,,,,,,,,,,
