Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
15,2,1,Old,okay,can you go slower ?,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,go a little slower ? okay,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,alright basically like,,like,,,,,,,,,,,,,,,,,,,
15,2,1,Old,the coyote is chasing the roadrunner,mm-hmm,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,you know like the usual,,"you know, like",,,,,,,,,,,,,,,,,,,
15,2,1,Old,aand he’s chasing him with a knife and a fork,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,and he has a napkin on his on his neck,ah okay,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,and he’s chasing him he’s chasing him,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,and then the roadrunner he comes to like a stop right ?,,like,?,,,,,,,,,,,,,,,,,,
15,2,1,Old,like he comes to a stop ?,,like,?,,,,,,,,,,,,,,,,,,
15,2,1,Old,and then he like he starts running slower,,like,,,,,,,,,,,,,,,,,,,
15,2,1,Old,and then he starts running really fast again ?,,,?,,,,,,,,,,,,,,,,,,
15,2,1,Old,and coyote starts chasing him again,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,aand like hee just escapes,,like,,,,,,,,,,,,,,,,,,,
15,2,1,Old,and coyote like you know goes with the fork like that,,"like, you know",,,,,,,,,,,,,,,,,,,
15,2,1,Old,with the fork and the knife,ah,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,’cause he misses him,mm-hmm,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,so then that’s the first time he tries to get him,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,the second time he tries to get to him get him,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,he puts a punching glove like a um boxing glove on a rock,,like,,,,,,,,,,,,,,,,,,,
15,2,1,Old,and he puts like a resort on it ?,,like,?,,,,,,,,,,,,,,,,,,
15,2,1,Old,so like when he,the spiral ?,like,,,,,,,,,,,,,,,,,,,
15,2,1,Old,yeah the spiral thing ?,uh-huh,,?,,,,,,,,,,,,,,,,,,
15,2,1,Old,so he puts a resort on it,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,so when the roadrunner is gonna pass,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,it’s gonna punch him ? get him?,uh-huh,,"?, ?",,,,,,,,,,,,,,,,,,
15,2,1,Old,soo the roadrunner’s passing,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,but instead of like,,like,,,,,,,,,,,,,,,,,,,
15,2,1,Old,you know he’s trying to get him,,you know,,,,,,,,,,,,,,,,,,,
15,2,1,Old,so when he pulls the resort ?,,,?,,,,,,,,,,,,,,,,,,
15,2,1,Old,instead of like going forward it goes backwards,,like,,,,,,,,,,,,,,,,,,,
15,2,1,Old,so it hits him,uh-huh ah okay,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,so he’s like crushed into a wall,the rock ? or like the punching glove ?,like,,,,,,,,,,,,,,,,,,,
15,2,1,Old,the rock and then the punching glove,ah okay,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,yeah,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,aand then that’s the second time,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,so he was mad about that,,,,,,,,,,,,,,,,,,,,,
15,2,1,Old,so then the third time he gets like an iron,,like,,,,,,,,,,,,,,,,,,,
