Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
14,1,1,New,alright so the cartoon starts out,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,it’s in the middle of the dessert,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and we see wile e coyote chasing the roadrunner,ohh alright mm-hmm,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and you see them running very very fast,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and like very blurry blurred because they are moving so fast,mm-hmm,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,and then all of a sudden you see it like a freeze frame on the roadrunner,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,and that says name roadrunner and then like his name in latin,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,like includibilus something or other,,"like, something or other",,,,,,,,,,,,,,,,,,,
14,1,1,New,and then it does the same wile e coyote,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,show so it shows its name coyote,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and then like carnivorus vulgaris ,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,alright ?,,,?,,,,,,,,,,,,,,,,,,
14,1,1,New,and so instead of going back it like it starts going in slow motion now,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,and you see that uh wile e coyote,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,he has a knife and fork in hand like this,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and he has like a handkerchief around his neck,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,and then they slowly work up to full speed,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and he’s about to to like stab the roadrunner,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,with the fork and knife,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,but then roadrunner goes MEEP MEEP,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and he runs away,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and instead he stabs the ground,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,so he is on the ground now,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and he is looking frustrated,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and then you know he puts his finger in the air like he has an idea,,you know,,,,,,,,,,,,,,,,,,,
14,1,1,New,alright ?,,,?,,,,,,,,,,,,,,,,,,
14,1,1,New,and so the next scene is there’s like a big rock,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,and he attaches this contraption to it,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,so there’s like a punching like a boxing glove uh on,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,and it’s attached to a large metal spring,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and he basically like coils up the the spring and the boxing glove,mm-hmm,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,and he attaches like a hook onto the rock so to hold it in place,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,he’s walk uh,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,the coyote stands behind the rock,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and as the roadrunner is running by on the street,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,like he he unlatches uh expecting the punching bag to hit him,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,but instead the rock moves backwards,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and smashes him into the cliff behind him,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,so he’s standing there,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and he looks you know terrible because he’s been smashed,,you know,,,,,,,,,,,,,,,,,,,
14,1,1,New,and then the the the boxing glove comes back at him,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and hits him in the face,okay,,,,,,,,,,,,,,,,,,,,
14,1,1,New,alright ?,,,?,,,,,,,,,,,,,,,,,,
14,1,1,New,so after this,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,we see a blueprint on the screen for his next plan,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and it shows like two cliffs with like um,,"like, like",,,,,,,,,,,,,,,,,,,
14,1,1,New,like a drop in between them,,"like, like",,,,,,,,,,,,,,,,,,,
14,1,1,New,and the street on the bottom,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and it shows like a tightwire on top of it,,like,,,,,,,,,,,,,,,,,,,
14,1,1,New,and you see his plans on the side,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,it says something like uh,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,walk across tightwire,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,drop anvil on roadrunner,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and then roadrunner burger,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,okay ?,,,?,,,,,,,,,,,,,,,,,,
14,1,1,New,so we see him on top of one side of the cliff,,,,,,,,,,,,,,,,,,,,,
14,1,1,New,and he has the anvil,mm-hmm,,,,,,,,,,,,,,,,,,,,
