Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
10,2,1,Old,okay so,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,the coyote is going after the roadrunner ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,aand the coyote is wearing a bib,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and holding a knife and a fork,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,aand he’s he’s running after the roadrunner,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and he lunges forward to try and get him,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,but he misses,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,’cause the roadrunner is too fast ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and he just takes off,,just,,,,,,,,,,,,,,,,,,,
10,2,1,Old,so now the coyote is thinking,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,okay how am I gonna get this roadrunner ? ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,soo he knows the roadrunner’s path,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,where he’s running ?,,,?,,,,,,,,,,,,,,,,,,
10,2,1,Old,so he goes to a cliff,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,that’s above the roadrunner’s path ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,aand he ties a rope from that cliff,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,to thee cliff like a cross thee road ?,,like,?,,,,,,,,,,,,,,,,,,
10,2,1,Old,aand then he gets an anvil ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and h he walks across the rope with the anvil,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,aand the um ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,because the anvil is so heavy ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,uh he starts to like go down to the ground,,like,,,,,,,,,,,,,,,,,,,
10,2,1,Old,on the rope,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,aand when thee roadrunner comes on the path ? ,,,?,,,,,,,,,,,,,,,,,,
10,2,1,Old,where the coyote is ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,um the coyote is too slow ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,to like throw thee anvil on him ?,,like,?,,,,,,,,,,,,,,,,,,
10,2,1,Old,and thee  roadrunner just turns around ,,just,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and goes back ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and then when thee coyote finally ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,throws the anvil and misses the roadrunner ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,hee gets uh like popped up into the air,,like,,,,,,,,,,,,,,,,,,,
10,2,1,Old,by thee rope ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and then he’s wearing ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,what’s supposed to be a parachute,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,but he pulls the string of the parachute ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and like everything comes out except ,,like,,,,,,,,,,,,,,,,,,,
10,2,1,Old,the balloon part ?,,,?,,,,,,,,,,,,,,,,,,
10,2,1,Old,so then he falls to the ground ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,so th um ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,then he sees thee roardrunner run into a mine,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,so he’s following the roadrunner in the mine for a while,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,they’re just going in circles ,,just,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and then they get to a zigzag path,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,so he’s still following him in the zigzag path ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and then the zigzag path ends ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,it splits into two paths ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and the roadrunner takes the top path ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,and thee coyote takes the bottom path,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,aand the bottom path gets very dark soo,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,the coyote lights a match ,,,,,,,,,,,,,,,,,,,,,
10,2,1,Old,to see where he is ,,,,,,,,,,,,,,,,,,,,,
