Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
18,1,1,New,this is coyote and the ro roadrunner ?,,,?,,,,,,,,,,,,,,,,,,
18,1,1,New,you know that cartoon ? looney tunes,mm-hmm,,,,,,,,,,,,,,,,,,,,
18,1,1,New,it starts out where,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,the roadrunner and the coyote are running,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,coyote’s running after the roadrunner,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,then they freeze frame on the roadrunner,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and the roadrunner’s just there,,just,,,,,,,,,,,,,,,,,,,
18,1,1,New,and it says his name in parentheses underneath ? ,,,?,,,,,,,,,,,,,,,,,,
18,1,1,New,like speedius something,,"like, something",,,,,,,,,,,,,,,,,,,
18,1,1,New,and then they freeze frame the coyote,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and he’s got a fork and knife in his hand,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and a bib,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and then they start sloowly running again,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and they get going,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and then like the coyote is like right behind the roadrunner,,"like, like",,,,,,,,,,,,,,,,,,,
18,1,1,New,and goes to jab his fork and knife into the ground ?,,,?,,,,,,,,,,,,,,,,,,
18,1,1,New,and it like he obviously missed the roadrunner,,like,,,,,,,,,,,,,,,,,,,
18,1,1,New,and he’s like in a handstand kind of position,,"like, kind of",,,,,,,,,,,,,,,,,,,
18,1,1,New,like with the fork and the knife ?,,like,?,,,,,,,,,,,,,,,,,,
18,1,1,New,like all mad,,like,,,,,,,,,,,,,,,,,,,
18,1,1,New,and then he’s like,,like,,,,,,,,,,,,,,,,,,,
18,1,1,New,then he goes thin he starts thinking ?,,,?,,,,,,,,,,,,,,,,,,
18,1,1,New,and he’s um he start thinking,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and then all of a sudden he’s like he gets this big smile,,like,,,,,,,,,,,,,,,,,,,
18,1,1,New,because he thinks he’s got something good to do,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and the next um situation he has,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,it’s just a blueprint of his next plan,,just,,,,,,,,,,,,,,,,,,,
18,1,1,New,and it’s um,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and his plan is he’s gonna walk in the middle of a huge canyon ?,,,?,,,,,,,,,,,,,,,,,,
18,1,1,New,across like a tightrope kinda ? ,,"like, kinda",?,,,,,,,,,,,,,,,,,,
18,1,1,New,and in the middle he’s gonna stand there and drop the anvil,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,on the roadrunner as he’s running underneath %cough,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,so he gets the anvil,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,he starts walking out,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and as he’s walking out,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,the wire starts like falling down,,like,,,,,,,,,,,,,,,,,,,
18,1,1,New,and he’s falling down with the anvil,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,on the wire,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,so he’s on the ground,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and he sees the roadrunner fly by,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,so he throws off the anvil,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and he goes flying up with the rope,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and he goes flying up,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and you know he,,you know,,,,,,,,,,,,,,,,,,,
18,1,1,New,we all think oh he’s gonna like die or whatever,,"like, or whatever",,,,,,,,,,,,,,,,,,,
18,1,1,New,he’s gonna fall down,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and he kinda like turns,,"kinda, like",,,,,,,,,,,,,,,,,,,
18,1,1,New,and you see um a parachute on his back,,,,,,,,,,,,,,,,,,,,,
18,1,1,New,and he’s like hahaha,,like,,,,,,,,,,,,,,,,,,,
18,1,1,New,and he pulls the parachute,,,,,,,,,,,,,,,,,,,,,
