Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
20,2,2,New,alright um okay uh,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,it was thee uh r roadrunner and coyote cartoon,mm-hmm,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and uh in this one uh,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,the coyote was chasing the roadrunner ,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,with uh aa fork and knife,mm-hmm,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and trying to get him with it,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and he kept missing him,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,um so then in the second scene,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,he tried too surprise him ,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,with um this uh like spring-loaded fist,,like,,,,,,,,,,,,,,,,,,,
20,2,2,New,that that he had uhr,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,waiting for him to come around the corner,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,but before he could,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,before the roadrunner even came around the corner,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,thee um thing that he rigged up,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,ended up um going off on him,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and he ended up smacking himself,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,in in the face with the fist,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and and thee the rock that it was attached to,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,uh so then he tried uh to surprise him,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,uh from up on top of a of a cliff,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,he had um a heavy anvil,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and there was a tightrope,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and he was gonna walk out on the tightrope,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and drop the anvil down on him,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,but the weight of the anvil made the tightrope,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,drop all the way to the ground,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,so when the roadrunner came by,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,he saw him there,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and once the coyote saw that it was no no good,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,he threw the anvil to the side,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,but that made him shoot all the way up into the sky,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,uh so then he um he took some pain pills,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,for his way down,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and uh in the the last scene,,,,,,,,,,,,,,,,,,,,,
20,2,2,New, uh he the coyote chased the roadrunner,,,,,,,,,,,,,,,,,,,,,
20,2,2,New, into um a mine,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and uh the the mine split,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,in two ways,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and thee roadrunner went one way,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and the coyote went the other way,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,uh you know thinking that the c he,,you know,,,,,,,,,,,,,,,,,,,
20,2,2,New,that the roadrunner had run that way,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,but he didn’t,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,so once he realized that he went the wrong way,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,hee lit a match so he could see where he was going,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and then he saw that,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,he was surrounded with TNT dynamite,,,,,,,,,,,,,,,,,,,,,
20,2,2,New,and it ended up blowing up,,,,,,,,,,,,,,,,,,,,,
