Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
7,3,2,New,it was the coyote and the roadrunner,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,aand um obviously the coyote is chasing the roadrunner,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,with a fork and knife,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,he wanted to like eat him,,like,,,,,,,,,,,,,,,,,,,
7,3,2,New,aand um in order to stop the roadrunner,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,he tried a bunch of different tacticsthe first one was,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,to put a punching bag on a spring,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,tied to a rock,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,so it would like punch him,,like,,,,,,,,,,,,,,,,,,,
7,3,2,New,punch the roadrunner I guess while he was running,,I guess,,,,,,,,,,,,,,,,,,,
7,3,2,New,but it ended up not working,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,aand the rock got pushed back into him,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,and the punching bag hit him in the face,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,and then he tried another thing,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,he went um on top of a uhr like a,,like,,,,,,,,,,,,,,,,,,,
7,3,2,New,two cliffs,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,and there was like a rope in between,,like,,,,,,,,,,,,,,,,,,,
7,3,2,New,tried to drop like a weight on top of him,,like,,,,,,,,,,,,,,,,,,,
7,3,2,New,while he was on the rope ?,,,?,,,,,,,,,,,,,,,,,,
7,3,2,New,aand the weight ended up pushing the roadrunner,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,the coyote to the ground,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,aand when he let go of the weight,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,he flung up in the air,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,and he thought he had a parachute,,,,,,,,,,,,,,,,,,,,,
7,3,2,New,but he didn’t,,,,,,,,,,,,,,,,,,,,,
