Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
8,3,2,New,okay um it’s the coyote and roadrunner story ?,yeah,,?,,,,,,,,,,,,,,,,,,
8,3,2,New,and it starts off with a desert scene,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and the coyote is chasing the roadrunner,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,with a fork and a knife,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,’cause he wants to eat him,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and then he can’t catch the roadrunner,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,so he tries to come up with a plan ?,,,?,,,,,,,,,,,,,,,,,,
8,3,2,New,aand his first plan is,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,to attach a boxing glove to a spring,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and then when the roadrunner passes by,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,he’s gonna let go of the spring,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and the boxing glove is gonna knock the roadrunner out,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and the roadrunner comes by,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and he lets go of the spring,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,but it the thing it eventually backfires on him,,thing,,,,,,,,,,,,,,,,,,,
8,3,2,New,and he actually like gets thrown into the cliff backwards ?,,like,?,,,,,,,,,,,,,,,,,,
8,3,2,New,and the boxing glove punches him,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and the second plan is,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,to suspend a tightrope,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and like hang an anvil from it ?,,like,?,,,,,,,,,,,,,,,,,,
8,3,2,New,so that when the roadrunner comes by he’s gonna hit into it,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,so he walks across the tightrope with the anvil,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,but then the rope is weighted down by the anvil,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,so he he falls down ,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and the roadrunner comes by and taunts him,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and goes away,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and and uh thee coyote becomes frustrated,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,he lets go of the anvil,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and he gets like thrown into the air ?,mm-hmm,like,?,,,,,,,,,,,,,,,,,,
8,3,2,New,and then he comes back down and hits the ground,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and then the third plan is,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,to uh go into the mines and catch him there,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,’cause it’s really dark,mm-hmm,,,,,,,,,,,,,,,,,,,,
8,3,2,New,soo they both go into the mines,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and they’re both chasing around each other in circles,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and and the roadrunner I mean ,,I mean,,,,,,,,,,,,,,,,,,,
8,3,2,New,the coyote can’t catch up with the roadrunner,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and then uh basically they chase each other around,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and the roadrunner keeps taunting him,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,the roadrunner goes away,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and then the coyote is left in a dark room,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and he lights a match to see where he is,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and there’s TNT all behind him,,,,,,,,,,,,,,,,,,,,,
8,3,2,New,and he gets blown up,,,,,,,,,,,,,,,,,,,,,
