Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
18,2,1,Old,it starts out,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,the roadrunner is running,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,the coyote’s behind him,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,they freeze frame thee roadrunner,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,the roadrunner is just in running position,,just,,,,,,,,,,,,,,,,,,,
18,2,1,Old,underneath is parentheses his real name,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,like something speedius,,"like, something",,,,,,,,,,,,,,,,,,,
18,2,1,Old,that’s all I remember,,that's all I remember,,,,,,,,,,,,,,,,,,,
18,2,1,Old,and then they freeze frame the coyote who’s behind him,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,and it says um,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,it’s just him with a fork and knife and a bib,,just,,,,,,,,,,,,,,,,,,,
18,2,1,Old,like chasing after the roadrunner,,like,,,,,,,,,,,,,,,,,,,
18,2,1,Old,and then they keep running and,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,wow it’s hard to remember this time,,wow it's hard to remember this,,,,,,,,,,,,,,,,,,,
18,2,1,Old,this must be part of the experiment,,this must be part of the experiment,,,,,,,,,,,,,,,,,,,
18,2,1,Old, um,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,oh yeah he jabs at the roadrunner,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,to put his fork and his knife in the str,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,in like the street or whatever,,"like, or whatever",,,,,,,,,,,,,,,,,,,
18,2,1,Old,and he’s like oh no,,"like, or whatever",,,,,,,,,,,,,,,,,,,
18,2,1,Old,and he’s in a handstand position,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,and he’s like all mad,,like,,,,,,,,,,,,,,,,,,,
18,2,1,Old,and then he thinks of something,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,he rubs his head,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,he’s like ,,like,,,,,,,,,,,,,,,,,,,
18,2,1,Old,oh I thought of something so good,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,and there’s something I forgot in the last one,,there's something I forgot in the last one,,,,,,,,,,,,,,,,,,,
18,2,1,Old,was there was a part before the blueprint,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,where he he pu he hooked um,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,a boxing glove up to a rock,,,,,,,,,,,,,,,,,,,,,
18,2,1,Old,and a spring ?,,,?,,,,,,,,,,,,,,,,,,
