Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
16,2,2,New,um okay it was a roadrunner and wile e. coyote uh,mm-hmm,,,,,,,,,,,,,,,,,,,,
16,2,2,New,cartoon,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,so the cartoon starts off with,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,the roadrunner,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,I mean the coyote chasing the roadrunner,,I mean,,,,,,,,,,,,,,,,,,,
16,2,2,New,and the coyote has like a fork and a knife in his hand,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,he’s trying to like catch up to the roadrunner,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,and eat it,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,but the c the roadrunner is too fast,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,so he never catches up to him,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,so he thinks of plaans in order to catch the roadrunner ?,mm-hmm,,?,,,,,,,,,,,,,,,,,,
16,2,2,New,so his first plan was,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,that he’s gonna take a boxing glove that’s connected to a spring ?,,,?,,,,,,,,,,,,,,,,,,
16,2,2,New,and tie it to a rock,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,aand when the roadrunner like runs by,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,he’ll like pull the thing,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,and then like the spring will go,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,and hit the roadrunner or whatever ?,,or whatever,?,,,,,,,,,,,,,,,,,,
16,2,2,New,but instead of that happening,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,like the rock that it’s tied to ricochets back into him,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,so like it ends up hurting him ?,,like,?,,,,,,,,,,,,,,,,,,
16,2,2,New,and then he decides to take a uh a string,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,or rope or whatever ?,,or whatever,?,,,,,,,,,,,,,,,,,,
16,2,2,New,and tie it from one mountain to another,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,and he’d walk across the string,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,holding an anvil ?,,,?,,,,,,,,,,,,,,,,,,
16,2,2,New,and then when the roadrunner goes like under him,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,he’s gonna drop the anvil onto the roadrunner ?,,,?,,,,,,,,,,,,,,,,,,
16,2,2,New,but when he walks onto the the rope,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,it since it’s like so heavy,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,the rope just like goes down to the floor ?,,"just, like",?,,,,,,,,,,,,,,,,,,
16,2,2,New,and then the roadrunner comes,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,aand he’s like holding the anvil in his hand,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,and can’t like drop it on him,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,so he like drops the anvil,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,and then he like flies up into the air ?,,like,?,,,,,,,,,,,,,,,,,,
16,2,2,New,and he has a um a parachute on his back,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,so when he goes to pull the parachute string,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,instead of there being a parachute in there  ,,,,,,,,,,,,,,,,,,,,,
16,2,2,New,there’s all like little items,,like,,,,,,,,,,,,,,,,,,,
16,2,2,New,like a bowl or something that falls out,,"like, or something",,,,,,,,,,,,,,,,,,,
