Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
19,3,2,New,okay so this cartoon was uh the roadrunner,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and coyote ? ,mm-hmm,,?,,,,,,,,,,,,,,,,,,
19,3,2,New,aand it starts off,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,you know it’s in the desert,,you know,,,,,,,,,,,,,,,,,,,
19,3,2,New,with that one road,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and you know it’s a two lane road,,you know,,,,,,,,,,,,,,,,,,,
19,3,2,New,aand it’s roadrunner being chased by coyote,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and then it freeze frames,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and it shows roadrunner,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and then it shows coyote,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and coyote’s got like this knife and fork in his hands,,like,,,,,,,,,,,,,,,,,,,
19,3,2,New,aand then it shows them running again,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and he like goes to grab him,,like,,,,,,,,,,,,,,,,,,,
19,3,2,New,but he you know he hits the road,,you know,,,,,,,,,,,,,,,,,,,
19,3,2,New,with the knife and fork,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and then he’s like,,like,,,,,,,,,,,,,,,,,,,
19,3,2,New,he’s  devising another plan that uh,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,involves like this boxing glove ?,,like,?,,,,,,,,,,,,,,,,,,
19,3,2,New,attached to a spring ?,,,?,,,,,,,,,,,,,,,,,,
19,3,2,New,which is like attached to a rock ?,,like,?,,,,,,,,,,,,,,,,,,
19,3,2,New,so like you know,,,"?, ?",,,,,,,,,,,,,,,,,,
19,3,2,New,it’d knock roadrunner ? out pretty much ?,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,so he’s standing behind this rock,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,waiting for him you know with the string,,you know,,,,,,,,,,,,,,,,,,,
19,3,2,New,and when roadrunner comes,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,he pulls the string,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and instead of the boxing glove going out,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,the rock shoots him back,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and like you know crashes him,mm-hmm,"like, you know",,,,,,,,,,,,,,,,,,,
19,3,2,New,and then the boxing glove hits him in the face,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,aand then he’s like got these blueprints,,like,,,,,,,,,,,,,,,,,,,
19,3,2,New,coyote’s got these blue blueprints ,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,aand it shows like these two cliffs,,like,,,,,,,,,,,,,,,,,,,
19,3,2,New,with you know and a tightrope,,you know,,,,,,,,,,,,,,,,,,,
19,3,2,New,and an anvil,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and then it shows like the actual cliffs,,like,,,,,,,,,,,,,,,,,,,
19,3,2,New,and he’s starting to walk across this tightrope,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,with this anvil,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and the tightrope you know it drops all the way down to the road,,you know,,,,,,,,,,,,,,,,,,,
19,3,2,New,it’s heavy and stuff,,,,,,,,,,,,,,,,,,,,,
19,3,2,New,and then roadrunner comes up,,,,,,,,,,,,,,,,,,,,,
