Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
7,1,1,New,this is coyote and the roadrunner,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,which I’m sure you know,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,aand obviously the coyote was chasing the roadrunner,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,with a fork and knife,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,and wants to eat him,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,aand he wanted to stop the roadrunner,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,so he tries all these different tactics,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,aand hee put like a punching bags on a spring,,like,,,,,,,,,,,,,,,,,,,
7,1,1,New,waited for it to like punch out off a rock,,like,,,,,,,,,,,,,,,,,,,
7,1,1,New,and hit the roadrunner ,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,but it didn’t work,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,the rock ended up pushing back,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,aand the spring punched him in the face ,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,and theen um ,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,he tried another thing ,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,like he went on a tightrope on top of a cliff,,like,,,,,,,,,,,,,,,,,,,
7,1,1,New,and then used a weight,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,and the weight pushed him all the way to the ground,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,he thought he was gonna drop it on the roadrunner ,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,but the roadrunner uhr stopped,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,and didn’t didn’t drop it on him,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,and he ended up flinging into the air ,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,and he thought he had a parachute,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,he didn’t have a parachute,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,he had um nothing really,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,the bag had like aspirin,,like,,,,,,,,,,,,,,,,,,,
7,1,1,New,he took an aspirin I guess for the fall,,I guess,,,,,,,,,,,,,,,,,,,
7,1,1,New,and then hee fell or whatever,,or whatever,,,,,,,,,,,,,,,,,,,
7,1,1,New,and then he tried again,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,they he followed the roadrunner into a cave ,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,aand he had like the cap with the headlights on or whatever,,"like, or whatever",,,,,,,,,,,,,,,,,,,
7,1,1,New,and run in the cave,,,,,,,,,,,,,,,,,,,,,
7,1,1,New,and they’re just chasing each other around for a while,,just,,,,,,,,,,,,,,,,,,,
7,1,1,New,and then he,,,,,,,,,,,,,,,,,,,,,
