Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
15,1,1,New,okay so basically like,,"basically, like",,,,,,,,,,,,,,,,,,,
15,1,1,New,like always like the coyote is chasing the roadrunner,,"like, like",,,,,,,,,,,,,,,,,,,
15,1,1,New,and like he misses him,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,like he goes with the forks and like the knife  ,,"like, like",,,,,,,,,,,,,,,,,,,
15,1,1,New,and he goes to get him,,,,,,,,,,,,,,,,,,,,,
15,1,1,New,but he misses him,,,,,,,,,,,,,,,,,,,,,
15,1,1,New,and then like um,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,coyote you know he gets maad,,you know,,,,,,,,,,,,,,,,,,,
15,1,1,New,and then roadrunner keeps running,,,,,,,,,,,,,,,,,,,,,
15,1,1,New,starts running faster and faster and faster,,,,,,,,,,,,,,,,,,,,,
15,1,1,New,and then he sets up the coyote sets up a trap,,,,,,,,,,,,,,,,,,,,,
15,1,1,New,on the rock he puts like a punching glove ?,,like,?,,,,,,,,,,,,,,,,,,
15,1,1,New,like a boxing glove ?,,like,?,,,,,,,,,,,,,,,,,,
15,1,1,New,and like with a resort,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,so like it will get him when he’s running,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,like he’ll pass the rock,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,but instead of like punching the roadrunner,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,like the rock comes back to the coyote,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,and like he gets punched and he gets hurt,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,so he gets mad again,,,,,,,,,,,,,,,,,,,,,
15,1,1,New,and co and obviously the roadrunner escapes again,,,,,,,,,,,,,,,,,,,,,
15,1,1,New,so he goes on a cliff the coyote,,,,,,,,,,,,,,,,,,,,,
15,1,1,New,and he has like this iron weight,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,like he’s trying to you know,,"like, you know",,,,,,,,,,,,,,,,,,,
15,1,1,New,drop down onto the roadrunner,,,,,,,,,,,,,,,,,,,,,
15,1,1,New,as he’s passing like down the cliff ?,,like,?,,,,,,,,,,,,,,,,,,
15,1,1,New,and like he’s trying to get to the other side of the cliff,,like,,,,,,,,,,,,,,,,,,,
15,1,1,New,through like a string ?,,like,?,,,,,,,,,,,,,,,,,,
