Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
9,3,1,Old,alright,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,um yeah I was watching thee looney tunes cartoon,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,with the roadrunner and the um the coyote,mm-hmm,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,so it starts off where thee coyote is chasing the roadrunner ,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,and the roadrunner is like what’s it called,,"like, what's it called",,,,,,,,,,,,,,,,,,,
9,3,1,Old,is really really fast,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,so they say accelerator or whatever underneath,,or whatever,,,,,,,,,,,,,,,,,,,
9,3,1,Old,so they’re basically saying it’s fast,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,and the coyote is hungry,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,so they’re like carnivoris or whatever,,"like, or whatever",,,,,,,,,,,,,,,,,,,
9,3,1,Old,and the coyote is wearing like a bib,,like,,,,,,,,,,,,,,,,,,,
9,3,1,Old,and he’s holding like a knife and a fork,,like,,,,,,,,,,,,,,,,,,,
9,3,1,Old,and chasing after this like poor roadrunner,,like,,,,,,,,,,,,,,,,,,,
9,3,1,Old,and what’s it called like yeah,,"what's it called, like",,,,,,,,,,,,,,,,,,,
9,3,1,Old,he tries to stick his fork and knife into the roadrunner,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,but the roadrunner was so fast that,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,he like ch he like ends up hitting the floor,,"like, like",,,,,,,,,,,,,,,,,,,
9,3,1,Old,I mean the road street I don’t know,,I don't know,,,,,,,,,,,,,,,,,,,
9,3,1,Old, anyways,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,soo uh he’s like yeah,,like,,,,,,,,,,,,,,,,,,,
9,3,1,Old,so then he’s like all upset and stuff like that,,"like, and stuff like that",,,,,,,,,,,,,,,,,,,
9,3,1,Old,so he’s like thinking and thinking,,like,,,,,,,,,,,,,,,,,,,
9,3,1,Old,and he’s like oh I have an idea you know ?,,"like, you know",?,,,,,,,,,,,,,,,,,,
9,3,1,Old,so the next thing that he tries to do is like,,like,,,,,,,,,,,,,,,,,,,
9,3,1,Old,he has this idea where,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,he basically takes a rock,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,and he hooks up a spring to it,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,and the spring at the end of uh,,,,,,,,,,,,,,,,,,,,,
9,3,1,Old,the end of the spring is connected to uh a glove,,,,,,,,,,,,,,,,,,,,,
