Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
11,1,1,New,so this is a videoclip from the cartoon,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,the famous cartoon coyote and roadrunner ?,,,?,,,,,,,,,,,,,,,,,,
11,1,1,New,it comes with bugs bunny ?,,,?,,,,,,,,,,,,,,,,,,
11,1,1,New,and so it starts off with uh,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,coyote as usual is chasing uh roadrunner,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and he has like a bib on,,like,,,,,,,,,,,,,,,,,,,
11,1,1,New,and a knife and a fork,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and he’s running after him,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and they pause roadrunner,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and they actually write his name roadrunner,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and they write his latin na name,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,like acceleratis something,,"like, something",,,,,,,,,,,,,,,,,,,
11,1,1,New,aand then they s pause coyote in the air,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and they write you know coyote,,you know,,,,,,,,,,,,,,,,,,,
11,1,1,New,and carnivoris vulgaris or something,,or something,,,,,,,,,,,,,,,,,,,
11,1,1,New,and so then they continue with that,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and roadrunner starts off walking slowly,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,like an airplane about to lift off,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and so it starts,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,he starts running,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and it goes speed,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and becomes a blur of colors,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and coyote starts chasing after him,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,so then just to mock coyote uh,,just,,,,,,,,,,,,,,,,,,,
11,1,1,New,roadrunner stops in the air,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,and just turns around,,just,,,,,,,,,,,,,,,,,,,
11,1,1,New,and does his you know BEEP BEEP,,you know,,,,,,,,,,,,,,,,,,,
11,1,1,New,and so then coyote thinks,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,oh it’s my chance,,,,,,,,,,,,,,,,,,,,,
11,1,1,New,so he pounces on him,,,,,,,,,,,,,,,,,,,,,
