Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
10,1,1,New,okaysoo,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,thee coyote is chasing after the roadrunner,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,and the coyote is wearing a bib,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,and he’s holding a knife and a fork,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,’cause he wants to eat thee roadrunner,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,soo he’s running after the roadrunner,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,aand he lunges forward trying to capture him,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,but hee misses,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,the roadrunner is too fast for him,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,so he he k,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,the roadrunner keeps going,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,and so the coyote thinks,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,okay how am I gonna get the roadrunner ?,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,so the area the area that they’re in,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,is really like mountainous ?,,like,?,,,,,,,,,,,,,,,,,,
10,1,1,New,and there’s lots of cliffs ?,,,?,,,,,,,,,,,,,,,,,,
10,1,1,New,soo thee coyote,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,hee goes up to an area where he’s on an edge of a cliff,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,aand then there’s like a space,,like,,,,,,,,,,,,,,,,,,,
10,1,1,New,and then there’s a cliff on the other side,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,like in front of him ?,uh-huh,like,?,,,,,,,,,,,,,,,,,,
10,1,1,New,and between them down below,,,,,,,,,,,,,,,,,,,,,
10,1,1,New,there’s a path where the roadrunner is gonna run ?,mm-hmm,,?,,,,,,,,,,,,,,,,,,
