Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
21,2,2,New,this one was wile e. coyote and the roadrunner,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,um it starts off with roadrunner running,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and coyote chasing after him,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and then it freezes,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and it shows um coyote like in in midair,,like,,,,,,,,,,,,,,,,,,,
21,2,2,New,and it says um,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,not the coyote,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,the roadrunner is in midair,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and says roadrunner,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and underneath his scientific name,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,but I can’t remember it,okay,but I can't remember,,,,,,,,,,,,,,,,,,,
21,2,2,New,and then it moves over to coyote,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and he’s running,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and he’s got a fork and a knife in his hands,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and it says um coyote,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and underneath it says his scientific name,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,so then it starts up again,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and they’re running,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and coyote is just that thinks he caught up with him,,just,,,,,,,,,,,,,,,,,,,
21,2,2,New,so he goes to stab him with his fork and his knife,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and the coyote gets uh,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,the roadrunner gets a burst of acceleration,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and he runs off,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and um the coyote ends up stabbing into the street,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,um or the road or whatever,,or whatever,,,,,,,,,,,,,,,,,,,
21,2,2,New,so he’s uh kinda stuck in the road by his hands,,kinda,,,,,,,,,,,,,,,,,,,
21,2,2,New,and his feet are sticking up in the air,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and then he um kinda falls down,,kinda,,,,,,,,,,,,,,,,,,,
21,2,2,New,and he’s sitting on the ground and thinking,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and then he comes up with a plan,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and he gives like a thumbs up,,like,,,,,,,,,,,,,,,,,,,
21,2,2,New,and then um he,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,you see him with this contraption,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,it’s a big boulder,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and it’s um like a boxing glove on a spring,,like,,,,,,,,,,,,,,,,,,,
21,2,2,New,attached to the boulder,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,so he pulls it back,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and ties it up with a little string,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,so that um when co uh,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,the roadrunner comes by,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,he’ll let it go and it will punch him,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,so the roadrunner comes,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and he pulls the string,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,but the fist thing stays in place,,thing,,,,,,,,,,,,,,,,,,,
21,2,2,New,and the rock goes backwards,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and pushes him into another rock,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and then the fist comes,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and punches him in the head,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,so that didn’t work,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,so um then he’s drawn up a blueprint,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and it’s like two cliffs,,like,,,,,,,,,,,,,,,,,,,
21,2,2,New,with a tightrope in between,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and he’s gonna walk out with an anvil,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and drop it on the roadrunner,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,when he comes running by,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and on the side it says,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,um step oone walk on the tightrope,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,step twoo drop anvil on roadrunner,,,,,,,,,,,,,,,,,,,,,
21,2,2,New,and step three is like roadrunner burger,,like,,,,,,,,,,,,,,,,,,,
