Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
11,3,2,New,okay so this is a cartoon about,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,the famous roadrunner and coyote ?,,,?,,,,,,,,,,,,,,,,,,
11,3,2,New,they appear in bugs bunny,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,in all of the episodes of that,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so they start off with,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,just showing as usual,,just,,,,,,,,,,,,,,,,,,,
11,3,2,New,coyote’s chasing roadrunner,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,coyote has a white bib on,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,a fork and a knife in his hand,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and he’s really running,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and you know really anticipating,,you know,,,,,,,,,,,,,,,,,,,
11,3,2,New,to get to have a meal I guess,,I guess,,,,,,,,,,,,,,,,,,,
11,3,2,New,and what happens is um,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,they pause roadrunner in the air,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,just to introduce him,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,they write his name roadrunner in english,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and then they write a latin acceleratis something,,something,,,,,,,,,,,,,,,,,,,
11,3,2,New,but it’s like a play on words,,like,,,,,,,,,,,,,,,,,,,
11,3,2,New,it’s not real latin,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and then they pause coyote,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and they show coyote,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and the same thing,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,they write like uh carnivoris uh uh vulgaris,,like,,,,,,,,,,,,,,,,,,,
11,3,2,New,or something like that,,or something like that,,,,,,,,,,,,,,,,,,,
11,3,2,New,and then what happens is they continue the scene,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and roadrunner starts walking slowly you know,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,it’s not really slow motion,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,but it’s as if he’s starting to lift off like an airplane,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and you know,,you know,,,,,,,,,,,,,,,,,,,
11,3,2,New,so he goes and goes,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and then he says BEEP BEEP,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and starts going really fast,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and then uh coyote starts  you know speeding up as well,,you know,,,,,,,,,,,,,,,,,,,
11,3,2,New,and then roadrunner just like,,"just, like",,,,,,,,,,,,,,,,,,,
11,3,2,New,as usual,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,stop bounces up in the air,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,pauses,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,turns around and it’s you know,,you know,,,,,,,,,,,,,,,,,,,
11,3,2,New,s mocks coyote,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so coyote coyote gets really angry,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and he’s like,,like,,,,,,,,,,,,,,,,,,,
11,3,2,New,he thinks he can catch him now,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so he jumps,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,but roadrunner runs off,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and uh his knife and fork get stuck in the road,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and so he’s like hanging there,,like,,,,,,,,,,,,,,,,,,,
11,3,2,New,then he falls down,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and you know gets angry,,you know,,,,,,,,,,,,,,,,,,,
11,3,2,New,puts his hand on his chin,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and then he brightens up,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,all of a sudden,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,because he has an idea,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so what he does is,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,he gets a punch that has a spring attached to it,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,you know those punch,mm-hmm,you know,,,,,,,,,,,,,,,,,,,
11,3,2,New,springy punches,,springy,,,,,,,,,,,,,,,,,,,
11,3,2,New,and he uh attaches a st string to the spring,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and a rock,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so that you know he can release a punch at the,,you know,,,,,,,,,,,,,,,,,,,
11,3,2,New,roadrunner,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so he stand steps behind the rock,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and he’s waiting and waiting,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so he starts hearing you know roadrunner,,you know,,,,,,,,,,,,,,,,,,,
11,3,2,New,BEEP BEEP,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so when he says that,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,he releases the string,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,but what happens is,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,instead of the punch going forward,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,the rock bounces back,er,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and pushes coyote into thee mountain,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so then he’s really angry,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,but you know that’s not the worse,,you know,,,,,,,,,,,,,,,,,,,
11,3,2,New,the punch instead of keep instead of going straight,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,it turns around,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and punches coyote in the face ,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so then what happens is,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,he’s really upset,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so he comes up with a three step plan,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,so they show a blue map that he makes,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and he writes number one,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,I’m gonna take a big weight,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,a ton of weight,,,,,,,,,,,,,,,,,,,,,
11,3,2,New,and ch walk across a string tightrope,,,,,,,,,,,,,,,,,,,,,
