Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
9,1,1,New,uh basically I was watching the roadrunner and the coyote cartoon ?,oh okay,basically,?,,,,,,,,,,,,,,,,,,
9,1,1,New,alright so it starts off first where uh the what’s it called ,,what's it called,,,,,,,,,,,,,,,,,,,
9,1,1,New,the roadrunner is running ?,,,?,,,,,,,,,,,,,,,,,,
9,1,1,New,and the like the coyote is chasing her,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,and then underneath they’re saying how the roadrunner is really really fast,mm-hmm,,,,,,,,,,,,,,,,,,,,
9,1,1,New,and how the coyote is like really really hungry,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,so like carnivorus and and accelerator or whatever for the roadrunner,yeah,"like, or whatever",,,,,,,,,,,,,,,,,,,
9,1,1,New,and he’s like wearing like a bib and has like a knife and a fork ?,,"like, like, like",?,,,,,,,,,,,,,,,,,,
9,1,1,New,and is basically chasing her,,basically,,,,,,,,,,,,,,,,,,,
9,1,1,New,and like all of a sudden like he he puts his fork and knife in,,"like, like",,,,,,,,,,,,,,,,,,,
9,1,1,New,like he tries to stick into her but what’s it into the roadrunner ?,,like,?,,,,,,,,,,,,,,,,,,
9,1,1,New,but it ends up hitting the ground right ?,,,?,,,,,,,,,,,,,,,,,,
9,1,1,New,and the roadrunner runs away,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,so then he’s saying he’s like gone all sad and stuff you know ? ,yeah ,"like, and stuff, you know",?,,,,,,,,,,,,,,,,,,
9,1,1,New,and then he’s like oh I have an idea,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,so it goes to the next scene basically,,basically,,,,,,,,,,,,,,,,,,,
9,1,1,New,where he’s trying to do one of his,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,like what’s it called traps or whatever?,,"like, what's it called, or whatever",?,,,,,,,,,,,,,,,,,,
9,1,1,New,so basically he takes a rock right?,,"basically, right",?,,,,,,,,,,,,,,,,,,
9,1,1,New,and he around the rock he attaches a spring,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,and at the end of the spring there’s like a a punching glove ?,mm-hmm,like,?,,,,,,,,,,,,,,,,,,
9,1,1,New,so he thinks that if he takes the spring,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,he takes the what’s it called the punching uh the punching glove ?,,what's it called,?,,,,,,,,,,,,,,,,,,
9,1,1,New,and pulls the spring back,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,connects it to the rock,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,then when he pulls it on the string right,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,when the coyote comes,mm-hmm,,,,,,,,,,,,,,,,,,,,
9,1,1,New,like it’s gonna go that way ?,,like,?,,,,,,,,,,,,,,,,,,
9,1,1,New,and what is it and like hit the coyote right?,okay,like,?,,,,,,,,,,,,,,,,,,
9,1,1,New,’cause it’s like a big,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,like is in a canyon is like a big space over here,yeah,"like, like",,,,,,,,,,,,,,,,,,,
9,1,1,New,so what happens is that the roadrunner is coming,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,and he lets go,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,but instead of the spring going forward,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,the spring pushes the rock back into him ?,mm-hmm,,?,,,,,,,,,,,,,,,,,,
9,1,1,New,and he gets crashed into a wall or whatever with the rock ?,,or whatever,?,,,,,,,,,,,,,,,,,,
9,1,1,New,and then after that the what’s it called the glove comes back,,what's it called,,,,,,,,,,,,,,,,,,,
9,1,1,New,and it sta and it punches him in the face,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,so that doesn’t work,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,so then he’s looking at another plan ,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,like where he like where he takes a rope,,"like, like",,,,,,,,,,,,,,,,,,,
9,1,1,New,and he goes over a canyon above the coyote,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,so the coyote’s like underneath at the bottom of the canyon,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,and he has like two rocks,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,and there’s like a string there,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,and he’s supposed to basically like,,"basically, like",,,,,,,,,,,,,,,,,,,
9,1,1,New,walk into the middle of the string,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,with an anvil or whatever ,,or whatever,,,,,,,,,,,,,,,,,,,
9,1,1,New,the acme ?,yeah,,?,,,,,,,,,,,,,,,,,,
9,1,1,New,the acme anvils,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,and when the when the,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,the purpose is basically that when the roadrunner,,basically,,,,,,,,,,,,,,,,,,,
9,1,1,New,I mean yeah the roadrunner when he comes,,I mean,,,,,,,,,,,,,,,,,,,
9,1,1,New,he’s gonna drop it on her,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,aand he’s like whatever she’s gonna be dead right?,,"like, whatever",?,,,,,,,,,,,,,,,,,,
9,1,1,New, when he starts walking down with the anvil like on the rope,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,it goes down all the way,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,because it’s so heavy,oh yeah,,,,,,,,,,,,,,,,,,,,
9,1,1,New,right?  ,,,?,,,,,,,,,,,,,,,,,,
9,1,1,New,and then what’s it called and then the roadrunner comes,,what's it called,,,,,,,,,,,,,,,,,,,
9,1,1,New,and she’s like MEEP MEEP you know or whatever,,"like, you know, or whatever",,,,,,,,,,,,,,,,,,,
9,1,1,New,and he gets frustrated,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,and he throws it away,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,and all of a sudden the rope goes up,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,and he’s like flying in the air,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,and he’s like oh I’m gonna die now,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,and he’s like wait a minute,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,I’m he was wearing a parachute right? ,,,?,,,,,,,,,,,,,,,,,,
9,1,1,New,so he’s like see I’m smart,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,and he like opens the parachute,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,and nothing comes out of it,,,,,,,,,,,,,,,,,,,,,
9,1,1,New,just like what’s it called like kitchen supplies I guess ?,,"just, like, what's it called, like, I guess",?,,,,,,,,,,,,,,,,,,
9,1,1,New,or like food ? right?,,,"?, ?",,,,,,,,,,,,,,,,,,
9,1,1,New,and he’s like oh shite,,like,,,,,,,,,,,,,,,,,,,
9,1,1,New,so he takes out the acme aspirin or whatever,,or whatever,,,,,,,,,,,,,,,,,,,
9,1,1,New,and starts taking it so whatev so that um,,whatev,,,,,,,,,,,,,,,,,,,
