Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
6,1,1,New,okay so this one is a ro roadrunner coyote cartoon ,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so um all you see you know they’re in the middle of the desert,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,as usual,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and um you see the roadrunner running really really fast,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and coyote trying to chase him,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and they they stop for a second,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,to show the names roadrunner and coyote ,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then they keep on going,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and coyote’s trying to run after roadrunner,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,he has a fork and a knife in his hands ,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he thinks he’s gonna get him because he gets really close to him,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,but then he tries to stab him with the fork and the knife,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,but of course he escapes,mm-hmm,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then he stabs the floor instead ,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he’s just laying there frustrated thinking ,,just,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then he comes up with a plan ,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so um you see him,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,he puts like this metal thing around a big rock,,"like, thing",,,,,,,,,,,,,,,,,,,
6,1,1,New,and then he has a boxing glove that he attaches like a spring to it ? ,mm-hmm,like,?,,,,,,,,,,,,,,,,,,
6,1,1,New,so he pulls it back so that it’s not sticking out,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so basically like I guess he’s gonna like press a button,,"like, I guess, like",,,,,,,,,,,,,,,,,,,
6,1,1,New,and the boxing glove is gonna punch the roadrunner,yeah,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he’ll stop running,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so then he’s hiding behind the rock,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then um the road runner is about to pass,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so he tries to get the boxing glove to do that,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so then it doesn’t do what he wants,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and instead it goes backwards,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so the rock hits him ?,mm-hmm,,?,,,,,,,,,,,,,,,,,,
6,1,1,New,like somehow I don’t know how that happened but the rock hits him,,"like, I don't know",,,,,,,,,,,,,,,,,,,
6,1,1,New,and then the boxing glove lets go,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and it goes backwards and hits him in the face ? ,,,?,,,,,,,,,,,,,,,,,,
6,1,1,New,so then that’s another one that he missed,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then um so he comes up with a new plan,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,like in front of him with his plans of what’s gonna happen ,,like,,,,,,,,,,,,,,,,,,,
6,1,1,New,and you see that he,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,his plan is basically he’s gonna be standing on this like string,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,that connects both cliffs,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and um he’s gonna drop this huge metal box thing ,mm-hmm,thing,,,,,,,,,,,,,,,,,,,
6,1,1,New,on top of roadrunner when he passes by like down below,,like,,,,,,,,,,,,,,,,,,,
6,1,1,New,and it’s gonna land on him and he’s gonna get him,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so that’s his plan in the paper so then he he sets it all up,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he takes the metal ton,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he star he’s about to walk with it on the string to go,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,into the middle so he can drop it on roadrunner,yeah,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then cause it’s so heavy,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,it takes him all the way down to where the roadrunner is,right,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so by the time he gets there the roadrunner is right in front of him,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he sees that he’s blocking his way,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so he just turns around and runs the other way ?,mm-hmm,just,?,,,,,,,,,,,,,,,,,,
6,1,1,New,and then coyote um he gets frustrated again,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and drops the ton which is gonna make gravity go ,yeah,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he flies up again,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then like he thinks he’s okay cause he has a backpack on his back,,like,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then um it’s a case of parachute,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so he thinks he’s okay,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he pulls the string but it’s like disconnected,,like,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then all you see is like the bag open,,like,,,,,,,,,,,,,,,,,,,
6,1,1,New,and forks and knives and plates like start flying up,,like,,,,,,,,,,,,,,,,,,,
6,1,1,New,so he didn’t have anything to save him ,mm-hmm,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then he takes an acme aspirin,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he’s and the pills start flying up,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he takes a bunch of then and I guess,,I guess,,,,,,,,,,,,,,,,,,,
6,1,1,New,’cause he knows he’s gonna be in pain or something,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so he lands on the floor ,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then um oh and then he ends up trying to find roadrunner again,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he sees a place that says acme old acme mine or something ?,,or something,?,,,,,,,,,,,,,,,,,,
6,1,1,New,it’s like a coal mine,mm-hmm,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he sees that roadrunner went in there,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so then you know it’s dark and everything and he realizes that,,"you know, and everything",,,,,,,,,,,,,,,,,,,
6,1,1,New,so he goes back and they have these you know like construction hats ?,yeah,"you know, like",?,,,,,,,,,,,,,,,,,,
6,1,1,New,the the hard ones,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and it has like a light on them so you can see where you’re going,mm-hmm,like,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he has a greeeen one I think,,I think,,,,,,,,,,,,,,,,,,,
6,1,1,New,whatever one of them has a green one and one of them has a red one ,,whatever,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then so he sees that roadrunner went in there,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so he’s chasing roadrunner,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,but it’s really hard to catch up with him because he’s so faast,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and you know they’re chasing each other around the place,,you know,,,,,,,,,,,,,,,,,,,
6,1,1,New,but you just see like you just see like darkness kind of,,"just, just, like, kind of",,,,,,,,,,,,,,,,,,,
6,1,1,New,and like the lights running after each other,,like,,,,,,,,,,,,,,,,,,,
6,1,1,New,like you don’t actually see them running after each other,yeah,like,,,,,,,,,,,,,,,,,,,
6,1,1,New,so then um he ends up going the wrong way basically,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,roadrunner goes another way and he goes the wrong way by mistake,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and and he’s running and running,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then he realizes that I guess his light went out,,I guess,,,,,,,,,,,,,,,,,,,
6,1,1,New,and he doesn’t see anything,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so he lights a match to see where he’s at ,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and behind him all you see is um like,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,TNT boxes dynamite and all that,mm-hmm,,,,,,,,,,,,,,,,,,,,
6,1,1,New,so everything gets so blown he ahk,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,he ends up getting blown up,,,,,,,,,,,,,,,,,,,,,
6,1,1,New,and then you just see a sign made with cactuses that says YIPE,,just,,,,,,,,,,,,,,,,,,,
6,1,1,New,or something like that,mm-hmm,or something,,,,,,,,,,,,,,,,,,,
6,1,1,New,and that’s the end,okay,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
