Triad,Narration,Listener,OldOrNew,Transcript,Audience,Hedges,Rising Intonation,,,,,,,,,,,,,,,,,,
14,2,1,Old,alright so the cartoon starts out,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and we see uh wile e coyote chasing the roadrunner,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,aand you know they’re blurred,,you know,,,,,,,,,,,,,,,,,,,
14,2,1,Old,like their picture is blurred cause they are running so fast,,like,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then it freeze frames on the roadrunner ,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it shows his name roadrunner,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then it shows his name like in latin like incredibilus something,,"like, like, something",,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then it freeze frames on the coyote,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it shows his name coyote,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then like his latin name like uh vulgaris,,"like, like",,,,,,,,,,,,,,,,,,,
14,2,1,Old,no it was carnivorus vulgaris,mm-hmm,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,alright ?,,,?,,,,,,,,,,,,,,,,,,
14,2,1,Old,and so you see a fork and knife in his hand,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and a handkerchief around his neck,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and you see them slowly moving in slow motion now,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,from the freeze frame,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then it slowly works up to full speed,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he’s about to stab the roadrunner with his fork and knife uh,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,but the roadrurunner goes MEEP MEEP,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he just jolts away,,just,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he misses and he stabs the ground instead,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,so he’s on the ground now,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he looks frustrited frustrated,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and all of a sudden he gets an idea,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he puts his finger in the air like that,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,aand then it jumps to the next scene,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it shows a big rock,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and attached to the big rock is a spring,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,with a boxing glove on the end of it,mm-hmm,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and coyote coils up the boxing glove and spring,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and hooks it onto the the rock,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,like in a like a piece on the rock to hold it in place,,"like, like",,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then he stands behind the rock,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and when he hears the roadrunner running by he lifts the latch uh expecting the punching bag to go out,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,but instead the rock flies backwards,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and smashes him into the rock wall behind him,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then you know he’s he’s like standing there like stunned,,"you know, like, like",,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then you see the bocking boxing glove come back,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and smash him in the face,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,alright soo,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,the next scene it shows like a blueprint,,like,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it shows like uh two cliffs,mm-hmm,like,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and connecting them is like a tightrope a tightwire ,,like,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it shows like his plans on the side written down,,like,,,,,,,,,,,,,,,,,,,
14,2,1,Old,it says uh walk across tightrope with anvil,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,drop anvil on roadrunner,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then roadrunner burger,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,okay,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,so he takes the anvil and he starts to walk across the tightrope,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,anduh this tightrope starts to sink towards the ground slowly,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,alright ?,,,?,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then he is standing there on the ground with the anvil,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then the roadrunner comes up to him and goes MEEP MEEP  ,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then runs away,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he throws the anvil to the side and you know thinking he is gong to go after the roadrunner,,you know,,,,,,,,,,,,,,,,,,,
14,2,1,Old,but he gets launched up into the air like he skyrocketed,,like,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and as he is falling back down to the ground uh,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,he points to his backpack,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he pulls the ripcord expecting a parachute,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,but instead a bunch of utensils come out,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,aand then he he grabs a box of aspirin,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he ospns up opens it up,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and a bunch of aspirin fly out and he grabs some,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he gulps them down,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then he waves bye bye to the screen,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then he falls to the ground,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,aand the next scene it shows again,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,the roadrunner being chased by the coyote,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then it shows a sign for a cactus mine,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it shows they both enter the mine,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then you see coyote enter,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it’s getting darker and darker till it’s pitch black,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he runs back into the opposite direction towards the entrance,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,he grabs a mining hat on uh on with a light on it,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and when he gets the light you see the roadrunner following him,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,he goes MEEP MEEP and then runs off,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and so coyote starts to follow him,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then for the rest of the scene,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,you see the uh coyote represented as a red dot,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and then roadrunner represented as a green dot,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and of course you see the red dot chasing the green dot all around,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it’s and it’s represented like a maze,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and eventually um coyote like he loses the roadrunner,,like,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he gets off on the side path,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he trips over himself,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and like hit the light on his mining hat breaks ?,,like,?,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it’s pitch black again so you only see like his eyes ?,,like,?,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he takes a match,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and he lights up the match,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and all of a sudden you see a bunch of dynamite and TNT behind him,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it explodes,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it shows above ground like as it exploded,,like,?,,,,,,,,,,,,,,,,,,
14,2,1,Old,and the earth like kinda came up,,"like, kinda",,,,,,,,,,,,,,,,,,,
14,2,1,Old,like the cacti above ground like kinda came up a little bit,,"like, like, kinda",,,,,,,,,,,,,,,,,,,
14,2,1,Old,and it spelled up the word YIKES,,,,,,,,,,,,,,,,,,,,,
14,2,1,Old,and that was the end of it,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
